"112","Admin","3/27/2025 11:32:31 AM","1/4/2015","Digital","","Canon EF","Canon","50.6","5DS R","8/26/2025 11:26:27 AM","Admin","Gifted to Dominic, Real Estate agent for Martis Camp","Mark","3400","E5F73B09-05F0-4368-B3F3-0423A4F8D497","Gifted","Full","042021001850","","Amazon"
"112","Admin","3/27/2025 11:32:31 AM","11/8/2016","Film","35mm","Canon FD","Canon","35","7S","3/19/2026 15:32:56","Admin","","Mark","1600","9FF74400-C6B0-4FD4-A6CB-4873EC670E01","NYC","","120747","Own",""
"112","Admin","3/27/2025 11:32:31 AM","8/22/2012","Film","35mm","Canon FD","Canon","35","AE-1 Program","3/19/2026 15:32:56","Admin","","Mark","259","5B8ACF51-4275-4E2E-8466-AE3A818CF5FC","NYC","","2599959","",""
"112","Admin","3/27/2025 11:32:31 AM","8/8/2012","Film","35mm","Canon EF","Canon","35","EOS-1V","9/12/2025 11:43:55","Admin","","Mark","680","3D8DA7DA-37A8-4BDC-8411-11C442288003","Storage","","201636","Own","eBay"
"112","Admin","3/27/2025 11:32:31 AM","5/24/2013","Film","35mm","Canon EF","Canon","35","EOS-1V","3/19/2026 15:32:56","Admin","","Mark","595","F8D3B73D-D7AD-44B5-8ED5-AF822AF5DB35","NYC","","137524","",""
"112","Admin","3/27/2025 11:32:31 AM","8/28/2013","Film","35mm","Leica Screw","Canon","35","IIF2","3/19/2026 15:32:56","Admin","","Mark","379","01D7B839-FA54-4DF4-8C99-461E8B8936A9","NYC","","199175","","B&H"
"112","Admin","3/27/2025 11:32:31 AM","9/5/2012","Film","120/220","Contax 645","Contax","120220","645","3/19/2026 15:32:56","Admin","","Mark","2512","B9A1AD6C-CE2C-4176-A3C5-49D791487811","NYC","","","",""
"112","Admin","3/27/2025 11:32:31 AM","","Film","35mm","Contax G","Contax","35","G2","3/19/2026 15:32:56","Admin","","Mark","800","A994BB88-3682-42DF-BC26-21A86900835D","NYC","","061671","",""
"112","Admin","3/27/2025 11:32:31 AM","1/29/2021","Film","35mm","Contax G","Contax","35","G2","3/19/2026 15:33:47","Admin","","Mark","1599","09A2C865-C4B9-494E-B4CD-C203EFDFFA33","Carpinteria","","059736","",""
"112","Admin","3/27/2025 11:32:31 AM","1/13/2014","Film","35mm","Contax/Yashica","Contax","35","S2","3/19/2026 15:32:56","Admin","","Mark","899","2AAF4981-4BC2-4E90-BCF8-2ADC55DE74B1","NYC","","022437","","B&H"
